週,品目,入荷量t,前週比%,前年比%,高値円,中値円,安値円,コメント,URL
2025年4月第4週,はっさく,10,68,59,3780,2862,1296,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,河内晩柑,31,72,41,,,,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,不知火,28,68,85,4644,3708,2700,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,清見,9,73,113,,,,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,りんご,162,88,109,,,,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,いちご,178,82,131,410,251,108,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,アールスメロン,14,105,102,8100,1917,756,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,アンデスメロン,13,98,85,4860,4212,1404,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,すいか,117,134,79,9180,6761,2484,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,こだますいか,24,123,94,6480,4779,2484,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年4月第4週,キウイ,10,85,106,,,,"今週の1日の平均入荷量は915トン。前週比では「すいか」「こだますいか」「アールスメロン」が増加。「はっさく」「不知火」「河内晩柑」
等が減少。全体では8%の減少となった。前年同期比では「いちご」「あまなつかん」「清見」等が増加。「河内晩柑」「はっさく」「すいか」
等が減少。全体では10%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比17%の減少となった。熊本県産の価格は保合となった。
「はっさく」の1日平均入荷量は、前週比32%の減少となった。和歌山県産の価格は保合となった。
「河内晩柑」の1日平均入荷量は、前週比28%の減少となった。
「不知火」の1日平均入荷量は、前週比32%の減少となった。熊本県産の価格は強保合となった。
「清見」の1日平均入荷量は、前週比27%の減少となった。
「りんご」の1日平均入荷量は、前週比12%の減少となった。青森県産「ふじ」の価格は弱保合となった。青森県産「王林」の価格は弱
「いちご」の1日平均入荷量は、前週比18%の減少となった。栃木県産「とちおとめ」の価格は弱保合となった。栃木県産「とちあいか」
の価格は保合となった。福岡県産「あまおう」の価格は弱保合となった。
「アールスメロン」の1日平均入荷量は、前週比5%の増加となった。静岡県産の価格は保合となった。
「アンデスメロン」の1日平均入荷量は、前週比2%の減少となった。熊本県産の価格は弱含みとなった。
「すいか」の1日平均入荷量は、前週比34%の増加となった。熊本県産の価格は強保合となった。
「こだますいか」の1日平均入荷量は、前週比23%の増加となった。茨城県産の価格は保合となった。
「キウイ」の1日平均入荷量は、前週比15%の減少となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025044-pdf
2025年5月第1週,あまなつかん,46,82,63,4212,2808,1944,"今週の1日の平均入荷量は928トン。前週比では「アンデスメロン」「すいか」「こだますいか」等が増加。「アールスメロン」「あまなつか
ん」「りんご」が減少。全体では1%の増加となった。前年同期比では「いちご」が増加。「びわ」「貴味メロン」「マンゴー」等が減少。全体
では24%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比18%の減少となった。熊本県産の価格は保合となった。
「りんご」の1日平均入荷量は、前週比15%の減少となった。青森県産「ふじ」の価格は強含みとなった。
「いちご」の1日平均入荷量は、前週比2%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
「アールスメロン」の1日平均入荷量は、前週比24%の減少となった。静岡県産の価格は強保合となった。
「アンデスメロン」の1日平均入荷量は、前週比54%の増加となった。
「すいか」の1日平均入荷量は、前週比27%の増加となった。熊本県産の価格は弱含みとなった。
「こだますいか」の1日平均入荷量は、前週比18%の増加となった。茨城県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025051-pdf
2025年5月第1週,りんご,137,85,91,1944,1744,1296,"今週の1日の平均入荷量は928トン。前週比では「アンデスメロン」「すいか」「こだますいか」等が増加。「アールスメロン」「あまなつか
ん」「りんご」が減少。全体では1%の増加となった。前年同期比では「いちご」が増加。「びわ」「貴味メロン」「マンゴー」等が減少。全体
では24%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比18%の減少となった。熊本県産の価格は保合となった。
「りんご」の1日平均入荷量は、前週比15%の減少となった。青森県産「ふじ」の価格は強含みとなった。
「いちご」の1日平均入荷量は、前週比2%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
「アールスメロン」の1日平均入荷量は、前週比24%の減少となった。静岡県産の価格は強保合となった。
「アンデスメロン」の1日平均入荷量は、前週比54%の増加となった。
「すいか」の1日平均入荷量は、前週比27%の増加となった。熊本県産の価格は弱含みとなった。
「こだますいか」の1日平均入荷量は、前週比18%の増加となった。茨城県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025051-pdf
2025年5月第1週,いちご,181,102,112,378,251,86,"今週の1日の平均入荷量は928トン。前週比では「アンデスメロン」「すいか」「こだますいか」等が増加。「アールスメロン」「あまなつか
ん」「りんご」が減少。全体では1%の増加となった。前年同期比では「いちご」が増加。「びわ」「貴味メロン」「マンゴー」等が減少。全体
では24%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比18%の減少となった。熊本県産の価格は保合となった。
「りんご」の1日平均入荷量は、前週比15%の減少となった。青森県産「ふじ」の価格は強含みとなった。
「いちご」の1日平均入荷量は、前週比2%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
「アールスメロン」の1日平均入荷量は、前週比24%の減少となった。静岡県産の価格は強保合となった。
「アンデスメロン」の1日平均入荷量は、前週比54%の増加となった。
「すいか」の1日平均入荷量は、前週比27%の増加となった。熊本県産の価格は弱含みとなった。
「こだますいか」の1日平均入荷量は、前週比18%の増加となった。茨城県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025051-pdf
2025年5月第1週,アールスメロン,10,76,71,4320,2052,1296,"今週の1日の平均入荷量は928トン。前週比では「アンデスメロン」「すいか」「こだますいか」等が増加。「アールスメロン」「あまなつか
ん」「りんご」が減少。全体では1%の増加となった。前年同期比では「いちご」が増加。「びわ」「貴味メロン」「マンゴー」等が減少。全体
では24%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比18%の減少となった。熊本県産の価格は保合となった。
「りんご」の1日平均入荷量は、前週比15%の減少となった。青森県産「ふじ」の価格は強含みとなった。
「いちご」の1日平均入荷量は、前週比2%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
「アールスメロン」の1日平均入荷量は、前週比24%の減少となった。静岡県産の価格は強保合となった。
「アンデスメロン」の1日平均入荷量は、前週比54%の増加となった。
「すいか」の1日平均入荷量は、前週比27%の増加となった。熊本県産の価格は弱含みとなった。
「こだますいか」の1日平均入荷量は、前週比18%の増加となった。茨城県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025051-pdf
2025年5月第1週,アンデスメロン,20,154,82,4860,3312,1080,"今週の1日の平均入荷量は928トン。前週比では「アンデスメロン」「すいか」「こだますいか」等が増加。「アールスメロン」「あまなつか
ん」「りんご」が減少。全体では1%の増加となった。前年同期比では「いちご」が増加。「びわ」「貴味メロン」「マンゴー」等が減少。全体
では24%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比18%の減少となった。熊本県産の価格は保合となった。
「りんご」の1日平均入荷量は、前週比15%の減少となった。青森県産「ふじ」の価格は強含みとなった。
「いちご」の1日平均入荷量は、前週比2%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
「アールスメロン」の1日平均入荷量は、前週比24%の減少となった。静岡県産の価格は強保合となった。
「アンデスメロン」の1日平均入荷量は、前週比54%の増加となった。
「すいか」の1日平均入荷量は、前週比27%の増加となった。熊本県産の価格は弱含みとなった。
「こだますいか」の1日平均入荷量は、前週比18%の増加となった。茨城県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025051-pdf
2025年5月第1週,すいか,148,127,80,8640,6453,2484,"今週の1日の平均入荷量は928トン。前週比では「アンデスメロン」「すいか」「こだますいか」等が増加。「アールスメロン」「あまなつか
ん」「りんご」が減少。全体では1%の増加となった。前年同期比では「いちご」が増加。「びわ」「貴味メロン」「マンゴー」等が減少。全体
では24%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比18%の減少となった。熊本県産の価格は保合となった。
「りんご」の1日平均入荷量は、前週比15%の減少となった。青森県産「ふじ」の価格は強含みとなった。
「いちご」の1日平均入荷量は、前週比2%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
「アールスメロン」の1日平均入荷量は、前週比24%の減少となった。静岡県産の価格は強保合となった。
「アンデスメロン」の1日平均入荷量は、前週比54%の増加となった。
「すいか」の1日平均入荷量は、前週比27%の増加となった。熊本県産の価格は弱含みとなった。
「こだますいか」の1日平均入荷量は、前週比18%の増加となった。茨城県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025051-pdf
2025年5月第1週,こだますいか,28,118,77,6480,4455,2484,"今週の1日の平均入荷量は928トン。前週比では「アンデスメロン」「すいか」「こだますいか」等が増加。「アールスメロン」「あまなつか
ん」「りんご」が減少。全体では1%の増加となった。前年同期比では「いちご」が増加。「びわ」「貴味メロン」「マンゴー」等が減少。全体
では24%の減少となった。市況は前週比で保合、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比18%の減少となった。熊本県産の価格は保合となった。
「りんご」の1日平均入荷量は、前週比15%の減少となった。青森県産「ふじ」の価格は強含みとなった。
「いちご」の1日平均入荷量は、前週比2%の増加となった。栃木県産「とちおとめ」の価格は保合となった。栃木県産「とちあいか」の価
「アールスメロン」の1日平均入荷量は、前週比24%の減少となった。静岡県産の価格は強保合となった。
「アンデスメロン」の1日平均入荷量は、前週比54%の増加となった。
「すいか」の1日平均入荷量は、前週比27%の増加となった。熊本県産の価格は弱含みとなった。
「こだますいか」の1日平均入荷量は、前週比18%の増加となった。茨城県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025051-pdf
2025年5月第2週,あまなつかん,57,124,93,4212,2830,1944,"今週の1日の平均入荷量は887トン。前週比では「ぶどう」「さくらんぼ」「アンデスメロン」等が増加。「いちご」「マンゴー」「びわ」等が減
少。全体では4%の減少となった。前年同期比では「いちご」「ぶどう」「さくらんぼ」等が増加。「びわ」「マンゴー」「クインシーメロン」等
が減少。全体では7%の減少となった。市況は前週比で弱含み、前年同期比で強保合となった。
「あまなつかん」の1日平均入荷量は、前週比24%の増加となった。熊本県産の価格は保合となった。
「りんご」の1日平均入荷量は、前週比4%の増加となった。青森県産「ふじ」の価格は保合となった。
「びわ」の1日平均入荷量は、前週比21%の減少となった。長崎県産の価格は弱保合となった。
「さくらんぼ」の1日平均入荷量は、前週比32%の増加となった。
「ぶどう」の1日平均入荷量は、前週比70%の増加となった。
「いちご」の1日平均入荷量は、前週比28%の減少となった。栃木県産「とちおとめ」の価格は弱含みとなった。栃木県産「とちあいか」
「アールスメロン」の1日平均入荷量は、前週比10%の増加となった。静岡県産の価格は弱保合となった。
「貴味メロン」の1日平均入荷量は、前週比26%の増加となった。
「クインシーメロン」の1日平均入荷量は、前週比3%の増加となった。熊本県産の価格は弱保合となった。
「アンデスメロン」の1日平均入荷量は、前週比30%の増加となった。茨城県産の価格は強含みとなった。
「すいか」の1日平均入荷量は、前週比3%の減少となった。熊本県産の価格は保合となった。
「こだますいか」の1日平均入荷量は、前週比21%の増加となった。茨城県産の価格は弱含みとなった。
「マンゴー」の1日平均入荷量は、前週比23%の減少となった。宮崎県産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/week_kajitsu_k2025052-pdf
