週,品目,入荷量t,前週比%,前年比%,高値円,中値円,安値円,コメント,URL
2026年4月第1週,さつまいも,105,733,87,2376,1447,432,"今週の1日の平均入荷量は4,939トン。前週比では「さつまいも」「じゃがいも」「ミニトマト」等が増加。「そらまめ」「ごぼう」「にんじん」
等が減少。全体では2%の増加となった。前年同期比では「ふき」「たけのこ」「ミニトマト」等が増加。「そらまめ」「ブロッコリー」「じゃが
いも」等が減少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱含みとなった。
「だいこん」の1日平均入荷量は、前週比2%の増加となった。千葉県産の価格は弱保合となった。
「にんじん」の1日平均入荷量は、前週比12%の減少となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比4%の増加となった。
「レタス」の1日平均入荷量は、前週比8%の増加となった。茨城県産の価格は弱含みとなった。
「はくさい」の1日平均入荷量は、前週比3%の減少となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比5%の減少となった。
「ねぎ」の1日平均入荷量は、前週比6%の減少となった。千葉県産の価格は弱保合となった。
「ブロッコリー」の1日平均入荷量は、前週比1%の増加となった。香川県産の価格は保合となった。
「きゅうり」の1日平均入荷量は、前週比1%の減少となった。
「なす」の1日平均入荷量は、前週比3%の増加となった。高知県産の価格は弱保合となった。
「トマト」の1日平均入荷量は、前週比16%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比21%の増加となった。茨城県産の価格は保合となった。
「じゃがいも」の1日平均入荷量は、前週比111%の増加となった。
「たまねぎ」の1日平均入荷量は、前週比2%の増加となった。北海道産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-10-092206-526
2026年4月第1週,たまねぎ,405,102,95,7020,5796,1728,"今週の1日の平均入荷量は4,939トン。前週比では「さつまいも」「じゃがいも」「ミニトマト」等が増加。「そらまめ」「ごぼう」「にんじん」
等が減少。全体では2%の増加となった。前年同期比では「ふき」「たけのこ」「ミニトマト」等が増加。「そらまめ」「ブロッコリー」「じゃが
いも」等が減少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱含みとなった。
「だいこん」の1日平均入荷量は、前週比2%の増加となった。千葉県産の価格は弱保合となった。
「にんじん」の1日平均入荷量は、前週比12%の減少となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比4%の増加となった。
「レタス」の1日平均入荷量は、前週比8%の増加となった。茨城県産の価格は弱含みとなった。
「はくさい」の1日平均入荷量は、前週比3%の減少となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比5%の減少となった。
「ねぎ」の1日平均入荷量は、前週比6%の減少となった。千葉県産の価格は弱保合となった。
「ブロッコリー」の1日平均入荷量は、前週比1%の増加となった。香川県産の価格は保合となった。
「きゅうり」の1日平均入荷量は、前週比1%の減少となった。
「なす」の1日平均入荷量は、前週比3%の増加となった。高知県産の価格は弱保合となった。
「トマト」の1日平均入荷量は、前週比16%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比21%の増加となった。茨城県産の価格は保合となった。
「じゃがいも」の1日平均入荷量は、前週比111%の増加となった。
「たまねぎ」の1日平均入荷量は、前週比2%の増加となった。北海道産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-10-092206-526
2026年4月第1週,なましいたけ,26,103,105,216,119,32,"今週の1日の平均入荷量は4,939トン。前週比では「さつまいも」「じゃがいも」「ミニトマト」等が増加。「そらまめ」「ごぼう」「にんじん」
等が減少。全体では2%の増加となった。前年同期比では「ふき」「たけのこ」「ミニトマト」等が増加。「そらまめ」「ブロッコリー」「じゃが
いも」等が減少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱含みとなった。
「だいこん」の1日平均入荷量は、前週比2%の増加となった。千葉県産の価格は弱保合となった。
「にんじん」の1日平均入荷量は、前週比12%の減少となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比4%の増加となった。
「レタス」の1日平均入荷量は、前週比8%の増加となった。茨城県産の価格は弱含みとなった。
「はくさい」の1日平均入荷量は、前週比3%の減少となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比5%の減少となった。
「ねぎ」の1日平均入荷量は、前週比6%の減少となった。千葉県産の価格は弱保合となった。
「ブロッコリー」の1日平均入荷量は、前週比1%の増加となった。香川県産の価格は保合となった。
「きゅうり」の1日平均入荷量は、前週比1%の減少となった。
「なす」の1日平均入荷量は、前週比3%の増加となった。高知県産の価格は弱保合となった。
「トマト」の1日平均入荷量は、前週比16%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比21%の増加となった。茨城県産の価格は保合となった。
「じゃがいも」の1日平均入荷量は、前週比111%の増加となった。
「たまねぎ」の1日平均入荷量は、前週比2%の増加となった。北海道産の価格は弱保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-10-092206-526
2026年4月第2週,だいこん,357,97,89,1404,821,216,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,かぶ,50,86,100,184,119,43,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,にんじん,335,133,125,2808,2138,540,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,ごぼう,15,104,76,1404,1134,270,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,たけのこ,73,153,135,4860,2268,1080,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,キャベツ,743,100,94,2160,1382,324,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,レタス,243,110,99,2376,1426,324,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,はくさい,271,101,114,1404,670,324,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,こまつな,57,95,87,86,56,22,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,ほうれんそう,63,92,103,162,90,22,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,ねぎ,169,96,108,2592,1102,324,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
2026年4月第2週,ふき,8,144,118,2160,1490,864,"今週の1日の平均入荷量は5,088トン。前週比では「たけのこ」「ふき」「にんじん」等が増加。「なす」「かぶ」「ほうれんそう」等が減少。
全体では3%の増加となった。前年同期比では「たけのこ」「にんじん」「ミニトマト」等が増加。「そらまめ」「ごぼう」「さつまいも」等が減
少。全体では増減なしとなった。市況は前週比で保合、前年同期比で弱保合となった。
「だいこん」の1日平均入荷量は、前週比3%の減少となった。千葉県産の価格は保合となった。
「にんじん」の1日平均入荷量は、前週比33%の増加となった。徳島県産の価格は弱保合となった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。神奈川県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比10%の増加となった。茨城県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比1%の増加となった。茨城県産の価格は弱保合となった。
「ほうれんそう」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強保合となった。
「ねぎ」の1日平均入荷量は、前週比4%の減少となった。千葉県産の価格は強保合となった。
「ブロッコリー」の1日平均入荷量は、前週比8%の減少となった。香川県産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比12%の増加となった。群馬県産の価格は保合となった。
「なす」の1日平均入荷量は、前週比16%の減少となった。高知県産の価格は保合となった。
「トマト」の1日平均入荷量は、前週比7%の増加となった。熊本県産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比7%の減少となった。茨城県産の価格は弱保合となった。
「じゃがいも」の1日平均入荷量は、前週比15%の増加となった。鹿児島県産の価格は強保合となった。
「たまねぎ」の1日平均入荷量は、前週比1%の増加となった。北海道産の価格は強含みとなった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-04-17-161712-194
