週,品目,入荷量t,前週比%,前年比%,高値円,中値円,安値円,コメント,URL
2025年9月第1週,えだまめ,46,94,100,432,281,140,"今週の1日の平均入荷量は4,930トン。前週比では「だいこん」「じゃがいも」「さつまいも」等が増加。「とうもろこし」「たまねぎ」「トマト」
等が減少。全体では4%の減少となった。前年同期比では「まつたけ」「だいこん」「なす」等が増加。「とうもろこし」「たまねぎ」「はくさ
い」等が減少。全体では4%の減少となった。市況は前週比で保合、前年同期比で強含みとなった。
「だいこん」の1日平均入荷量は、前週比19%の増加となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比10%の増加となった。北海道産の価格は保合となった。
「キャベツ」の1日平均入荷量は、前週比1%の増加となった。群馬県産の価格は保合となった。
「レタス」の1日平均入荷量は、前週比4%の減少となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比9%の減少となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比2%の増加となった。群馬県産の価格は弱保合となった。
「ねぎ」の1日平均入荷量は、前週比1%の減少となった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強含みとなった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比9%の減少となった。群馬県産の価格は弱保合となった。
「トマト」の1日平均入荷量は、前週比10%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比8%の増加となった。岩手県産の価格は保合となった。
「じゃがいも」の1日平均入荷量は、前週比18%の増加となった。北海道産の価格は弱保合となった。
「たまねぎ」の1日平均入荷量は、前週比31%の減少となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083326-243
2025年9月第1週,じゃがいも,321,118,101,4860,2462,1296,"今週の1日の平均入荷量は4,930トン。前週比では「だいこん」「じゃがいも」「さつまいも」等が増加。「とうもろこし」「たまねぎ」「トマト」
等が減少。全体では4%の減少となった。前年同期比では「まつたけ」「だいこん」「なす」等が増加。「とうもろこし」「たまねぎ」「はくさ
い」等が減少。全体では4%の減少となった。市況は前週比で保合、前年同期比で強含みとなった。
「だいこん」の1日平均入荷量は、前週比19%の増加となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比10%の増加となった。北海道産の価格は保合となった。
「キャベツ」の1日平均入荷量は、前週比1%の増加となった。群馬県産の価格は保合となった。
「レタス」の1日平均入荷量は、前週比4%の減少となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比9%の減少となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比2%の増加となった。群馬県産の価格は弱保合となった。
「ねぎ」の1日平均入荷量は、前週比1%の減少となった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強含みとなった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比9%の減少となった。群馬県産の価格は弱保合となった。
「トマト」の1日平均入荷量は、前週比10%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比8%の増加となった。岩手県産の価格は保合となった。
「じゃがいも」の1日平均入荷量は、前週比18%の増加となった。北海道産の価格は弱保合となった。
「たまねぎ」の1日平均入荷量は、前週比31%の減少となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083326-243
2025年9月第1週,さつまいも,110,111,94,2376,1598,432,"今週の1日の平均入荷量は4,930トン。前週比では「だいこん」「じゃがいも」「さつまいも」等が増加。「とうもろこし」「たまねぎ」「トマト」
等が減少。全体では4%の減少となった。前年同期比では「まつたけ」「だいこん」「なす」等が増加。「とうもろこし」「たまねぎ」「はくさ
い」等が減少。全体では4%の減少となった。市況は前週比で保合、前年同期比で強含みとなった。
「だいこん」の1日平均入荷量は、前週比19%の増加となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比10%の増加となった。北海道産の価格は保合となった。
「キャベツ」の1日平均入荷量は、前週比1%の増加となった。群馬県産の価格は保合となった。
「レタス」の1日平均入荷量は、前週比4%の減少となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比9%の減少となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比2%の増加となった。群馬県産の価格は弱保合となった。
「ねぎ」の1日平均入荷量は、前週比1%の減少となった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強含みとなった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比9%の減少となった。群馬県産の価格は弱保合となった。
「トマト」の1日平均入荷量は、前週比10%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比8%の増加となった。岩手県産の価格は保合となった。
「じゃがいも」の1日平均入荷量は、前週比18%の増加となった。北海道産の価格は弱保合となった。
「たまねぎ」の1日平均入荷量は、前週比31%の減少となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083326-243
2025年9月第1週,さといも,19,103,118,2376,1296,324,"今週の1日の平均入荷量は4,930トン。前週比では「だいこん」「じゃがいも」「さつまいも」等が増加。「とうもろこし」「たまねぎ」「トマト」
等が減少。全体では4%の減少となった。前年同期比では「まつたけ」「だいこん」「なす」等が増加。「とうもろこし」「たまねぎ」「はくさ
い」等が減少。全体では4%の減少となった。市況は前週比で保合、前年同期比で強含みとなった。
「だいこん」の1日平均入荷量は、前週比19%の増加となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比10%の増加となった。北海道産の価格は保合となった。
「キャベツ」の1日平均入荷量は、前週比1%の増加となった。群馬県産の価格は保合となった。
「レタス」の1日平均入荷量は、前週比4%の減少となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比9%の減少となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比2%の増加となった。群馬県産の価格は弱保合となった。
「ねぎ」の1日平均入荷量は、前週比1%の減少となった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強含みとなった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比9%の減少となった。群馬県産の価格は弱保合となった。
「トマト」の1日平均入荷量は、前週比10%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比8%の増加となった。岩手県産の価格は保合となった。
「じゃがいも」の1日平均入荷量は、前週比18%の増加となった。北海道産の価格は弱保合となった。
「たまねぎ」の1日平均入荷量は、前週比31%の減少となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083326-243
2025年9月第1週,たまねぎ,296,69,62,4860,4363,1512,"今週の1日の平均入荷量は4,930トン。前週比では「だいこん」「じゃがいも」「さつまいも」等が増加。「とうもろこし」「たまねぎ」「トマト」
等が減少。全体では4%の減少となった。前年同期比では「まつたけ」「だいこん」「なす」等が増加。「とうもろこし」「たまねぎ」「はくさ
い」等が減少。全体では4%の減少となった。市況は前週比で保合、前年同期比で強含みとなった。
「だいこん」の1日平均入荷量は、前週比19%の増加となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比10%の増加となった。北海道産の価格は保合となった。
「キャベツ」の1日平均入荷量は、前週比1%の増加となった。群馬県産の価格は保合となった。
「レタス」の1日平均入荷量は、前週比4%の減少となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比9%の減少となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比2%の増加となった。群馬県産の価格は弱保合となった。
「ねぎ」の1日平均入荷量は、前週比1%の減少となった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強含みとなった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比9%の減少となった。群馬県産の価格は弱保合となった。
「トマト」の1日平均入荷量は、前週比10%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比8%の増加となった。岩手県産の価格は保合となった。
「じゃがいも」の1日平均入荷量は、前週比18%の増加となった。北海道産の価格は弱保合となった。
「たまねぎ」の1日平均入荷量は、前週比31%の減少となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083326-243
2025年9月第2週,だいこん,350,94,122,1944,1447,324,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,にんじん,293,97,103,2916,2117,648,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,キャベツ,788,100,101,1296,842,324,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,レタス,294,102,90,3240,1858,648,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,はくさい,259,118,85,3564,2506,1080,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,こまつな,66,102,117,108,74,38,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,ほうれんそう,30,99,123,248,160,76,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,ねぎ,151,95,80,3024,2462,540,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,ブロッコリー,86,98,86,5400,4147,1080,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
2025年9月第2週,きゅうり,305,91,95,3564,2333,1080,"今週の1日の平均入荷量は4,919トン。前週比では「まつたけ」「さつまいも」「はくさい」等が増加。「とうもろこし」「さといも」「トマト」等
が減少。全体では増減なしとなった。前年同期比では「まつたけ」「ほうれんそう」「だいこん」等が増加。「さといも」「たまねぎ」「とうも
ろこし」等が減少。全体では6%の減少となった。市況は前週比で強含み、前年同期比で保合となった。
「だいこん」の1日平均入荷量は、前週比6%の減少となった。北海道産の価格は弱含みとなった。
「にんじん」の1日平均入荷量は、前週比3%の減少となった。北海道産の価格は強含みとなった。
「キャベツ」の1日平均入荷量は、前週比増減なしとなった。群馬県産の価格は強保合となった。
「レタス」の1日平均入荷量は、前週比2%の増加となった。長野県産の価格は弱保合となった。
「はくさい」の1日平均入荷量は、前週比18%の増加となった。長野県産の価格は強保合となった。
「ほうれんそう」の1日平均入荷量は、前週比1%の減少となった。群馬県産の価格は弱含みとなった。
「ねぎ」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は強含みとなった。
「ブロッコリー」の1日平均入荷量は、前週比2%の減少となった。北海道産の価格は強保合となった。
「きゅうり」の1日平均入荷量は、前週比9%の減少となった。福島県産の価格は弱含みとなった。
「なす」の1日平均入荷量は、前週比8%の減少となった。群馬県産の価格は強含みとなった。
「トマト」の1日平均入荷量は、前週比14%の減少となった。北海道産の価格は保合となった。
「ピーマン」の1日平均入荷量は、前週比増減なしとなった。岩手県産の価格は弱含みとなった。
「じゃがいも」の1日平均入荷量は、前週比5%の減少となった。北海道産の価格は保合となった。
「たまねぎ」の1日平均入荷量は、前週比15%の増加となった。北海道産の価格は強保合となった。価　　　　　格（円）",https://www.shijou.metro.tokyo.lg.jp/documents/d/shijou/2026-01-27-083342-522
